user_id,product_id,rating
37,Philips Hue Bulbs,1
37,Samsung 4K TV,1
37,Canon EOS R5,2
37,Ring Video Doorbell,5
37,LG OLED TV,1
38,Arlo Pro 4 Camera,3
38,iPhone 15 Pro,5
38,Bose QuietComfort,4
38,Logitech MX Master,2
38,Dyson V15 Vacuum,5
38,Patagonia Fleece,4
38,Adidas Ultraboost,3
38,DJI Mini Drone,5
38,Samsung Galaxy S25,4
38,Breville Coffee Maker,1
38,Roborock S8 Robot Vacuum,1
38,Corsair K95 Keyboard,2
38,LG OLED TV,4
38,Apple iPad Pro,1
38,GoPro Hero 12,3
38,Eufy RoboVac,4
38,Sony WH-1000XM5,3
38,MacBook Air M3,3
38,Razer DeathAdder,1
38,Xbox Series X,4
38,Surface Pro 9,5
38,North Face Jacket,1
38,Ring Video Doorbell,1
38,Kindle Paperwhite,4
38,Echo Dot 5th Gen,4
38,Fitbit Charge 6,3
38,Philips Hue Bulbs,4
38,Samsung Odyssey Monitor,3
38,Apple Magic Keyboard,1
38,Apple Watch Ultra,2
38,Nike Air Force 1,5
38,Samsung 4K TV,1
38,Ninja Air Fryer,4
38,Oculus Quest 3,5
39,Xbox Series X,4
39,Samsung 4K TV,2
39,Logitech MX Master,2
39,LG OLED TV,1
39,Levis 501 Jeans,5
39,Razer DeathAdder,4
39,Samsung Galaxy S25,1
39,Canon EOS R5,5
39,Eufy RoboVac,4
39,HP Spectre x360,3
39,PS5 Console,4
39,Bose QuietComfort,2
39,Nike Air Force 1,2
39,Apple Magic Keyboard,3
39,Google Nest Hub,1
39,Ring Video Doorbell,5
39,Dyson V15 Vacuum,4
39,Fitbit Charge 6,2
39,Adidas Ultraboost,1
39,Echo Dot 5th Gen,3
39,DJI Mini Drone,2
39,iPhone 15 Pro,3
39,Breville Coffee Maker,4
39,Patagonia Fleece,5
40,Nike Air Force 1,1
40,Echo Dot 5th Gen,2
40,Corsair K95 Keyboard,2
40,Levis 501 Jeans,2
40,Philips Hue Bulbs,3
40,Google Nest Hub,5
40,Instant Pot Duo,4
40,Kindle Paperwhite,4
40,HP Spectre x360,3
40,Samsung Odyssey Monitor,2
40,Bose QuietComfort,3
40,Razer DeathAdder,3
40,Roborock S8 Robot Vacuum,1
40,Surface Pro 9,5
40,AirPods Pro 2,4
40,Samsung 4K TV,2
40,GoPro Hero 12,4
40,Canon EOS R5,4
40,Samsung Galaxy S25,5
40,North Face Jacket,4
40,DJI Mini Drone,4
40,Apple Watch Ultra,3
40,Ray-Ban Wayfarer,5
40,Dell XPS 13,1
41,HP Spectre x360,1
41,iPhone 15 Pro,4
41,Instant Pot Duo,1
41,Kindle Paperwhite,5
41,Patagonia Fleece,4
41,Samsung Odyssey Monitor,3
41,Arlo Pro 4 Camera,5
41,Apple Watch Ultra,4
41,North Face Jacket,3
41,BenQ Eye-Care Monitor,1
41,Eufy RoboVac,4
41,Apple iPad Pro,3
41,Breville Coffee Maker,1
41,Roborock S8 Robot Vacuum,5
41,Samsung 4K TV,5
41,Fitbit Charge 6,5
41,Levis 501 Jeans,5
41,Logitech MX Master,2
41,Bose QuietComfort,4
41,Echo Dot 5th Gen,4
41,DJI Mini Drone,2
41,Ninja Air Fryer,3
42,Echo Dot 5th Gen,2
42,Google Nest Hub,2
42,Apple Watch Ultra,3
42,Logitech MX Master,1
42,Samsung Odyssey Monitor,1
42,Philips Hue Bulbs,5
42,Surface Pro 9,4
42,Kindle Paperwhite,3
42,iPhone 15 Pro,3
42,LG OLED TV,3
42,Nike Air Force 1,1
42,Levis 501 Jeans,4
42,BenQ Eye-Care Monitor,5
42,Ray-Ban Wayfarer,2
42,Fitbit Charge 6,2
42,North Face Jacket,3
42,Ninja Air Fryer,4
42,Eufy RoboVac,1
42,PS5 Console,4
43,BenQ Eye-Care Monitor,3
43,Sony WH-1000XM5,2
43,Apple Watch Ultra,3
43,Levis 501 Jeans,1
43,Surface Pro 9,4
43,PS5 Console,4
43,Ring Video Doorbell,5
43,Ray-Ban Wayfarer,1
43,HP Spectre x360,3
43,Apple Magic Keyboard,4
43,Oculus Quest 3,1
43,DJI Mini Drone,4
43,Canon EOS R5,3
43,Apple iPad Pro,4
43,Instant Pot Duo,5
44,Ninja Air Fryer,2
44,Instant Pot Duo,1
44,Ray-Ban Wayfarer,5
44,AirPods Pro 2,4
44,Apple Watch Ultra,4
44,Oculus Quest 3,1
44,HP Spectre x360,3
44,Patagonia Fleece,2
44,iPhone 15 Pro,4
44,Yeti Rambler Tumbler,5
44,Kindle Paperwhite,5
44,Arlo Pro 4 Camera,3
44,DJI Mini Drone,4
44,Bose QuietComfort,1
44,Sony WH-1000XM5,5
44,BenQ Eye-Care Monitor,3
44,Logitech MX Master,4
44,Echo Dot 5th Gen,4
45,Apple Watch Ultra,5
45,Sony WH-1000XM5,5
45,Arlo Pro 4 Camera,1
45,Adidas Ultraboost,2
45,Bose QuietComfort,3
45,Instant Pot Duo,1
45,Levis 501 Jeans,1
45,Canon EOS R5,5
45,Corsair K95 Keyboard,1
45,GoPro Hero 12,1
45,Echo Dot 5th Gen,1
45,Apple Magic Keyboard,5
45,HP Spectre x360,3
45,Dell XPS 13,3
45,Ninja Air Fryer,1
45,Ring Video Doorbell,5
45,Fitbit Charge 6,3
45,Logitech MX Master,3
46,Corsair K95 Keyboard,5
46,PS5 Console,1
46,Apple Watch Ultra,2
46,AirPods Pro 2,2
46,Adidas Ultraboost,3
46,Surface Pro 9,3
46,Levis 501 Jeans,5
46,Canon EOS R5,2
46,Ray-Ban Wayfarer,2
46,Ninja Air Fryer,3
46,Logitech MX Master,1
46,BenQ Eye-Care Monitor,1
46,Echo Dot 5th Gen,4
46,MacBook Air M3,3
46,Razer DeathAdder,4
46,Samsung Odyssey Monitor,3
46,Philips Hue Bulbs,5
46,Eufy RoboVac,2
46,Dell XPS 13,5
46,Samsung Galaxy S25,3
46,Samsung 4K TV,2
46,Patagonia Fleece,1
46,Instant Pot Duo,1
46,HP Spectre x360,4
46,North Face Jacket,3
47,Kindle Paperwhite,4
47,Fitbit Charge 6,2
47,Ring Video Doorbell,4
47,Google Nest Hub,3
47,Samsung 4K TV,3
47,Ray-Ban Wayfarer,3
47,North Face Jacket,3
47,Instant Pot Duo,1
47,Razer DeathAdder,1
47,Echo Dot 5th Gen,5
47,Sony WH-1000XM5,2
47,Philips Hue Bulbs,4
47,Yeti Rambler Tumbler,4
47,DJI Mini Drone,1
47,Apple Watch Ultra,4
47,Logitech MX Master,1
47,Breville Coffee Maker,5
47,Dell XPS 13,2
47,Levis 501 Jeans,5
47,Canon EOS R5,3
47,Nike Air Force 1,3
47,Apple Magic Keyboard,3
47,Eufy RoboVac,5
47,Apple iPad Pro,4
47,Surface Pro 9,2
48,Ninja Air Fryer,5
48,iPhone 15 Pro,4
48,Fitbit Charge 6,5
48,Nike Air Force 1,4
48,Dyson V15 Vacuum,3
48,Ray-Ban Wayfarer,4
48,Oculus Quest 3,3
48,Logitech MX Master,1
48,MacBook Air M3,4
48,Apple Watch Ultra,5
48,Canon EOS R5,3
48,Yeti Rambler Tumbler,5
48,Razer DeathAdder,2
48,Samsung 4K TV,3
48,Samsung Galaxy S25,4
48,Samsung Odyssey Monitor,3
48,PS5 Console,5
48,Ring Video Doorbell,1
48,Xbox Series X,3
48,Sony WH-1000XM5,4
48,Apple Magic Keyboard,2
48,Levis 501 Jeans,1
48,HP Spectre x360,2
48,Apple iPad Pro,3
48,Instant Pot Duo,5
48,Arlo Pro 4 Camera,5
48,Eufy RoboVac,4
48,Kindle Paperwhite,5
49,Kindle Paperwhite,4
49,Xbox Series X,3
49,Patagonia Fleece,4
49,Bose QuietComfort,5
49,Corsair K95 Keyboard,3
49,Ray-Ban Wayfarer,1
49,PS5 Console,4
49,Samsung Galaxy S25,5
49,MacBook Air M3,1
49,Logitech MX Master,1
49,Samsung 4K TV,1
49,Philips Hue Bulbs,1
49,Apple Watch Ultra,3
49,Nike Air Force 1,3
49,HP Spectre x360,3
49,iPhone 15 Pro,5
49,Breville Coffee Maker,5
49,Echo Dot 5th Gen,5
49,Dell XPS 13,2
49,Eufy RoboVac,5
49,Apple Magic Keyboard,3
49,LG OLED TV,3
49,Apple iPad Pro,2
49,Levis 501 Jeans,2
49,Surface Pro 9,5
49,Roborock S8 Robot Vacuum,4
49,Arlo Pro 4 Camera,2
49,AirPods Pro 2,1
49,Google Nest Hub,3
49,Oculus Quest 3,1
49,Fitbit Charge 6,3
50,Samsung 4K TV,2
50,Ray-Ban Wayfarer,2
50,Patagonia Fleece,2
50,Arlo Pro 4 Camera,5
50,Roborock S8 Robot Vacuum,4
50,DJI Mini Drone,2
50,Levis 501 Jeans,3
50,Yeti Rambler Tumbler,3
50,North Face Jacket,5
50,Apple Magic Keyboard,5
50,Ninja Air Fryer,1
50,Dyson V15 Vacuum,1
50,Razer DeathAdder,1
50,LG OLED TV,5
50,BenQ Eye-Care Monitor,5
50,Canon EOS R5,5
50,AirPods Pro 2,3
50,Eufy RoboVac,5
50,Instant Pot Duo,3
50,Fitbit Charge 6,1
50,PS5 Console,1
50,Apple iPad Pro,1
50,HP Spectre x360,2
50,Samsung Galaxy S25,2
50,Google Nest Hub,4
50,Dell XPS 13,4
50,Corsair K95 Keyboard,4
50,Adidas Ultraboost,2
50,GoPro Hero 12,2
50,Sony WH-1000XM5,4
50,Logitech MX Master,4
50,Breville Coffee Maker,5
50,Kindle Paperwhite,4
